,Unnamed: 0,UserId,Domain,Expertise,Interest,Entrepreneur_rating,Influencer_rating,Expert_rating,Investor_rating
41,41,9fc099fc-257f-11ea-91be-0242ac1c0002,investor,IT,android,,,,
42,42,9fc09a88-257f-11ea-91be-0242ac1c0002,influencer,Public relations,EV/AI,0.6704961826423728,0.00980789213084865,0.939885176472072,0.304347716873417
43,43,9fc09b0a-257f-11ea-91be-0242ac1c0002,investor,UNKNOWN,Cricket,,,,
44,44,9fc09b82-257f-11ea-91be-0242ac1c0002,investor,UNKNOWN,Bollywood,,,,
45,45,9fc09bfa-257f-11ea-91be-0242ac1c0002,UNKNOWN,Legal or regulatory,c++,0.4510856025271967,0.1264358636029057,0.010252145384230582,0.8909861420948748
46,46,9fc09c72-257f-11ea-91be-0242ac1c0002,UNKNOWN,Legal or regulatory,AI,,,,
47,47,9fc09cf4-257f-11ea-91be-0242ac1c0002,entrepreneur,UNKNOWN,java/Cricket,,,,
48,48,9fc09d76-257f-11ea-91be-0242ac1c0002,influencer,Public relations,python/Cricket,0.7695108380373898,0.7916606974617699,0.0966741120377762,0.10761847836698957
49,49,9fc09df8-257f-11ea-91be-0242ac1c0002,investor,IT,c++,0.4516223909639968,0.16756699938019626,0.1405041253637953,0.026014760556277383
50,50,9fc09e7a-257f-11ea-91be-0242ac1c0002,investor,Public relations,EV/AI,,,,
51,51,9fc09efc-257f-11ea-91be-0242ac1c0002,entrepreneur,Accounting,Adventure/AI,,,,
52,52,9fc09f7e-257f-11ea-91be-0242ac1c0002,investor,Sales distribution,c++,0.8046482857465187,0.5850572695220742,0.11419612492875986,0.05668786170915596
53,53,9fc0a000-257f-11ea-91be-0242ac1c0002,entrepreneur,Accounting,Sports Car,,,,
54,54,9fc0a082-257f-11ea-91be-0242ac1c0002,influencer,UNKNOWN,Adventure/AI,0.5350995767824276,0.3962568792971918,0.42655808774780996,0.2590001515195777
55,55,9fc0a10e-257f-11ea-91be-0242ac1c0002,influencer,UNKNOWN,UNKNOWN,,,,
56,56,9fc0a190-257f-11ea-91be-0242ac1c0002,UNKNOWN,IT,UNKNOWN,0.11901818563184065,0.5121065418283447,0.6152495541369591,0.6370424226901673
57,57,9fc0a21c-257f-11ea-91be-0242ac1c0002,entrepreneur,Public relations,UNKNOWN,,,,
58,58,9fc0a294-257f-11ea-91be-0242ac1c0002,UNKNOWN,Sales distribution,UNKNOWN,0.393159994794878,0.7637544966244929,0.5249494443936213,0.10310435872716127
59,59,9fc0a32a-257f-11ea-91be-0242ac1c0002,influencer,IT,Travel/java,,,,
60,60,9fc0a3ac-257f-11ea-91be-0242ac1c0002,UNKNOWN,Accounting,ml,0.62622277953836,0.4940728159353723,0.801350864740749,0.2755855194078918
61,61,9fc0a42e-257f-11ea-91be-0242ac1c0002,expert,Accounting,javascript/Sports Car/Bollywood,0.9072341642883828,0.23209653705486225,0.6318455158572954,0.9471803980510026
62,62,9fc0a4ba-257f-11ea-91be-0242ac1c0002,UNKNOWN,Accounting,android,0.977769291665922,0.6482716858940142,0.209080339705742,0.9424925221431499
63,63,9fc0a532-257f-11ea-91be-0242ac1c0002,influencer,Sales distribution,AI,0.6336979800596836,0.9923227476714996,0.6690490923375101,0.7971535271714638
64,64,9fc0a5a0-257f-11ea-91be-0242ac1c0002,expert,UNKNOWN,Sports Car,,,,
65,65,9fc0a618-257f-11ea-91be-0242ac1c0002,influencer,Legal or regulatory,Sports Car,0.5493659211924884,0.17277597566288586,0.7512941053336536,0.2385871091579527
66,66,9fc0a690-257f-11ea-91be-0242ac1c0002,expert,IT,AI,0.6140544520844361,0.9900442887185582,0.21354945993176133,0.770360564780215
67,67,9fc0a6fe-257f-11ea-91be-0242ac1c0002,influencer,Public relations,c++,0.7902359720459582,0.054006881637014725,0.1756383219364286,0.15960713008591965
68,68,9fc0a776-257f-11ea-91be-0242ac1c0002,expert,UNKNOWN,android,0.013658265636004918,0.2203583869696684,0.9634651655874604,0.3807469451671773
69,69,9fc0a7e4-257f-11ea-91be-0242ac1c0002,influencer,Accounting,c++,0.5896595530356459,0.0019775241474617733,0.8153170939529188,0.9760570244928086
70,70,9fc0a852-257f-11ea-91be-0242ac1c0002,investor,Legal or regulatory,python/Cricket,,,,
71,71,9fc0a8ca-257f-11ea-91be-0242ac1c0002,investor,UNKNOWN,javascript/Sports Car/Bollywood,0.6162832228013675,0.5090079521430649,0.6469431244663868,0.1630591968440166
72,72,9fc0a942-257f-11ea-91be-0242ac1c0002,influencer,Accounting,Bike,0.6653581274522276,0.06593274897962652,0.06909939374267016,0.5335241380216289
73,73,9fc0a9c4-257f-11ea-91be-0242ac1c0002,UNKNOWN,Legal or regulatory,Cricket,,,,
74,74,9fc0aa46-257f-11ea-91be-0242ac1c0002,entrepreneur,Legal or regulatory,Bollywood,0.2370347231715589,0.5461779942313854,0.5425170023408911,0.5410230368436185
75,75,9fc0aabe-257f-11ea-91be-0242ac1c0002,entrepreneur,UNKNOWN,Bike,,,,
76,76,9fc0ab22-257f-11ea-91be-0242ac1c0002,entrepreneur,UNKNOWN,Bollywood,0.9561863982549248,0.5664341532456155,0.4413266752268719,0.4122613413342692
77,77,9fc0ab9a-257f-11ea-91be-0242ac1c0002,investor,UNKNOWN,Adventure/AI,0.651310090923298,0.5479039335188509,0.4839180616440393,0.2664288449256537
78,78,9fc0ac26-257f-11ea-91be-0242ac1c0002,investor,Public relations,ml,0.6799491274451341,0.005533102827764758,0.9401071461405148,0.27197404461113595
79,79,9fc0ac94-257f-11ea-91be-0242ac1c0002,expert,Legal or regulatory,c++,,,,
80,80,9fc0ad02-257f-11ea-91be-0242ac1c0002,influencer,Public relations,android,,,,
81,81,9fc0ad70-257f-11ea-91be-0242ac1c0002,investor,IT,AI,,,,
82,82,9fc0add4-257f-11ea-91be-0242ac1c0002,influencer,Sales distribution,ml,,,,
83,83,9fc0ae42-257f-11ea-91be-0242ac1c0002,expert,Accounting,Travel/java,,,,
84,84,9fc0aeb0-257f-11ea-91be-0242ac1c0002,expert,IT,Cricket,,,,
85,85,9fc0af1e-257f-11ea-91be-0242ac1c0002,UNKNOWN,Public relations,c++,0.2507013837770852,0.6957923730316375,0.8569989407631514,0.8417169118369173
86,86,9fc0af8c-257f-11ea-91be-0242ac1c0002,investor,IT,Bike,0.4390100598047001,0.9768010152324546,0.7527693072061088,0.4395614111460228
87,87,9fc0affa-257f-11ea-91be-0242ac1c0002,influencer,IT,Adventure/AI,,,,
88,88,9fc0ccf6-257f-11ea-91be-0242ac1c0002,investor,UNKNOWN,Travel/java,,,,
89,89,9fc0ce22-257f-11ea-91be-0242ac1c0002,UNKNOWN,Sales distribution,AI,,,,
90,90,9fc0ceb8-257f-11ea-91be-0242ac1c0002,entrepreneur,IT,Cricket,,,,
91,91,9fc0cfee-257f-11ea-91be-0242ac1c0002,UNKNOWN,Sales distribution,django/android/ml/Cricket/c,0.7704126349869396,0.9183751979452176,0.6685089288896789,0.5707940125054424
92,92,9fc0d066-257f-11ea-91be-0242ac1c0002,expert,IT,Bike,,,,
93,93,9fc0d0d4-257f-11ea-91be-0242ac1c0002,investor,Legal or regulatory,AI,0.5415012327278323,0.5227481770499665,0.7550051316030729,0.0267072917453034
94,94,9fc0d430-257f-11ea-91be-0242ac1c0002,expert,UNKNOWN,c,0.9550536456667376,0.9800001647098328,0.6177289247512657,0.8949797750783767
95,95,9fc0d5b6-257f-11ea-91be-0242ac1c0002,expert,Accounting,AI,0.9545231007426042,0.7323663051784766,0.10920492348109677,0.6893004626256918
96,96,9fc0d642-257f-11ea-91be-0242ac1c0002,UNKNOWN,UNKNOWN,Sports Car,,,,
97,97,9fc0d764-257f-11ea-91be-0242ac1c0002,expert,Legal or regulatory,EV/AI,0.28333225765239045,0.3974453414930999,0.4529482059235731,0.7332849689290795
98,98,9fc0f29e-257f-11ea-91be-0242ac1c0002,influencer,UNKNOWN,ml,0.4521588221577162,0.8617678500249348,0.7342878879471045,0.08159115795254168
99,99,9fc0f4ec-257f-11ea-91be-0242ac1c0002,UNKNOWN,Public relations,ml,0.2789039815735571,0.8588047464679508,0.8918371845423966,0.37934490753057415
100,100,9fc0f596-257f-11ea-91be-0242ac1c0002,expert,Sales distribution,c,,,,
101,101,9fc0f78a-257f-11ea-91be-0242ac1c0002,investor,IT,ml,0.4711450295874479,0.39232203255183773,0.9626468102208794,0.14414931992022986
102,102,9fc0f97e-257f-11ea-91be-0242ac1c0002,investor,Sales distribution,javascript/Sports Car/Bollywood,0.6285923616947705,0.904808627945934,0.7464824457076178,0.5074845748163396
103,103,9fc0fa1e-257f-11ea-91be-0242ac1c0002,investor,IT,Cricket,0.8985424495832122,0.8678341855960441,0.6767642089010668,0.11722688588070207
104,104,9fc0fab4-257f-11ea-91be-0242ac1c0002,investor,UNKNOWN,UNKNOWN,0.5158334467814283,0.678709840668888,0.7928017267277514,0.6390138863173881
105,105,9fc0fb40-257f-11ea-91be-0242ac1c0002,influencer,IT,AI,0.1927933871655202,0.3619861317180935,0.07921401901011904,0.7207364112416995
106,106,9fc0fbd6-257f-11ea-91be-0242ac1c0002,influencer,Legal or regulatory,javascript/Sports Car/Bollywood,0.5680007348607689,0.8077283063745069,0.0577321221373821,0.3981263780869228
107,107,9fc0fc80-257f-11ea-91be-0242ac1c0002,expert,Sales distribution,c++,,,,
108,108,9fc0fd02-257f-11ea-91be-0242ac1c0002,investor,Accounting,Sports Car,0.6229322309098588,0.03192783513270814,0.359865295807659,0.4687285785815116
109,109,9fc0fd7a-257f-11ea-91be-0242ac1c0002,entrepreneur,Public relations,c++,,,,
110,110,9fc0fe06-257f-11ea-91be-0242ac1c0002,expert,Sales distribution,Sports Car,,,,
111,111,9fc0fe88-257f-11ea-91be-0242ac1c0002,expert,IT,Bollywood,0.7522052118604879,0.43537119361787535,0.4615025295418394,0.09869597752553504
112,112,9fc0ff0a-257f-11ea-91be-0242ac1c0002,expert,UNKNOWN,Adventure/AI,0.8647478796640559,0.07852664727939151,0.6562967868771806,0.7699341966611241
113,113,9fc0ff8c-257f-11ea-91be-0242ac1c0002,entrepreneur,IT,Travel/java,,,,
114,114,9fc10004-257f-11ea-91be-0242ac1c0002,expert,Accounting,Adventure/AI,,,,
115,115,9fc1007c-257f-11ea-91be-0242ac1c0002,investor,UNKNOWN,django/android/ml/Cricket/c,,,,
116,116,9fc100fe-257f-11ea-91be-0242ac1c0002,UNKNOWN,UNKNOWN,javascript/Sports Car/Bollywood,,,,
117,117,9fc102ac-257f-11ea-91be-0242ac1c0002,entrepreneur,Sales distribution,Bike,0.7890823645015049,0.00240679870204874,0.16395203017894078,0.9968986564914276
118,118,9fc1034c-257f-11ea-91be-0242ac1c0002,influencer,Public relations,EV/AI,,,,
119,119,9fc103d8-257f-11ea-91be-0242ac1c0002,UNKNOWN,Accounting,ml,,,,
120,120,9fc1045a-257f-11ea-91be-0242ac1c0002,expert,Public relations,Cricket,,,,
121,121,9fc104dc-257f-11ea-91be-0242ac1c0002,entrepreneur,Legal or regulatory,python/Cricket,0.6969855868109878,0.28241534095028364,0.28501163763677884,0.5097499188858212
122,122,9fc10568-257f-11ea-91be-0242ac1c0002,UNKNOWN,UNKNOWN,UNKNOWN,,,,
123,123,9fc105f4-257f-11ea-91be-0242ac1c0002,entrepreneur,UNKNOWN,Sports Car,0.0019529955072667968,0.565465929265364,0.7197451133754534,0.45035959953440463
124,124,9fc10676-257f-11ea-91be-0242ac1c0002,expert,Accounting,Adventure/AI,,,,
125,125,9fc106f8-257f-11ea-91be-0242ac1c0002,investor,Sales distribution,ml,0.2118025568603561,0.9749368498393518,0.09445594220093934,0.7177191308192541
126,126,9fc1077a-257f-11ea-91be-0242ac1c0002,entrepreneur,Accounting,Cricket,0.14929431487241096,0.3562082309655783,0.6982762233190072,0.3420475380717187
127,127,9fc10806-257f-11ea-91be-0242ac1c0002,UNKNOWN,IT,django/android/ml/Cricket/c,0.9230023614647253,0.04832608881154832,0.6607413497428172,0.034869605071465186
128,128,9fc10888-257f-11ea-91be-0242ac1c0002,UNKNOWN,Accounting,Travel/java,0.6220823995378967,0.7675016565369072,0.8768409752921786,0.7329667420547342
129,129,9fc1091e-257f-11ea-91be-0242ac1c0002,UNKNOWN,UNKNOWN,UNKNOWN,,,,
130,130,9fc10a04-257f-11ea-91be-0242ac1c0002,UNKNOWN,IT,ml,,,,
131,131,9fc10a90-257f-11ea-91be-0242ac1c0002,expert,Sales distribution,python/Cricket,,,,
132,132,9fc10b30-257f-11ea-91be-0242ac1c0002,expert,Accounting,Bollywood,,,,
133,133,9fc10bbc-257f-11ea-91be-0242ac1c0002,investor,Accounting,EV/AI,0.9177939506948626,0.9479674921413028,0.9552614707553796,0.6613664688891522
134,134,9fc10c3e-257f-11ea-91be-0242ac1c0002,expert,Public relations,android,,,,
135,135,9fc10cca-257f-11ea-91be-0242ac1c0002,entrepreneur,UNKNOWN,EV/AI,,,,
136,136,9fc10d56-257f-11ea-91be-0242ac1c0002,entrepreneur,IT,Adventure/AI,,,,
137,137,9fc10de2-257f-11ea-91be-0242ac1c0002,UNKNOWN,IT,python/Cricket,,,,
138,138,9fc10e6e-257f-11ea-91be-0242ac1c0002,expert,Public relations,UNKNOWN,0.011365637214566404,0.6892483563546079,0.08448809217975772,0.8118411874156757
139,139,9fc10efa-257f-11ea-91be-0242ac1c0002,influencer,Public relations,Bike,,,,
140,140,9fc10f9a-257f-11ea-91be-0242ac1c0002,investor,Accounting,django/android/ml/Cricket/c,,,,
141,141,9fc11026-257f-11ea-91be-0242ac1c0002,UNKNOWN,Public relations,django/android/ml/Cricket/c,0.2511982424999307,0.4528261064509905,0.2609733943623902,0.6809793325862769
142,142,9fc110a8-257f-11ea-91be-0242ac1c0002,expert,UNKNOWN,python/Cricket,0.9303341361533624,0.9604868622767916,0.7399618584159119,0.0018239624693922039
143,143,9fc11120-257f-11ea-91be-0242ac1c0002,influencer,IT,ml,0.38629466153075054,0.08289430865360536,0.05321927464926335,0.7858337497125752
144,144,9fc111ac-257f-11ea-91be-0242ac1c0002,expert,Accounting,java/Cricket,0.9786823337737502,0.8856169643763664,0.6577319957573029,0.7744334609466047
145,145,9fc11238-257f-11ea-91be-0242ac1c0002,entrepreneur,Public relations,c,,,,
146,146,9fc11684-257f-11ea-91be-0242ac1c0002,UNKNOWN,Public relations,Travel/java,,,,
147,147,9fc11742-257f-11ea-91be-0242ac1c0002,influencer,IT,c++,,,,
148,148,9fc117ce-257f-11ea-91be-0242ac1c0002,expert,IT,UNKNOWN,,,,
149,149,9fc11878-257f-11ea-91be-0242ac1c0002,entrepreneur,UNKNOWN,Sports Car,,,,
150,150,9fc11904-257f-11ea-91be-0242ac1c0002,entrepreneur,Sales distribution,Adventure/AI,,,,
151,151,9fc1199a-257f-11ea-91be-0242ac1c0002,UNKNOWN,Public relations,UNKNOWN,,,,
152,152,9fc11a26-257f-11ea-91be-0242ac1c0002,entrepreneur,Legal or regulatory,Bike,,,,
153,153,9fc11ab2-257f-11ea-91be-0242ac1c0002,influencer,Sales distribution,java/Cricket,0.6003196769232145,0.7705943064094741,0.6967444392100244,0.9019126978854324
154,154,9fc11b3e-257f-11ea-91be-0242ac1c0002,influencer,Legal or regulatory,EV/AI,0.6479661314556733,0.2303116918332441,0.8192411845907599,0.9999819683955332
155,155,9fc11bca-257f-11ea-91be-0242ac1c0002,investor,Accounting,Bike,,,,
156,156,9fc11c6a-257f-11ea-91be-0242ac1c0002,investor,Sales distribution,Bollywood,,,,
157,157,9fc11cf6-257f-11ea-91be-0242ac1c0002,UNKNOWN,Public relations,android,0.5420931016993599,0.5767588378559606,0.7139466653751471,0.00702889245962679
158,158,9fc11d8c-257f-11ea-91be-0242ac1c0002,entrepreneur,Legal or regulatory,Adventure/AI,0.954816554584038,0.5949225558296345,0.7704511702414656,0.3287584084356189
159,159,9fc11e22-257f-11ea-91be-0242ac1c0002,investor,Sales distribution,AI,0.3865118358737676,0.23182196303054625,0.19106973659151405,0.017895026560006078
160,160,9fc11eb8-257f-11ea-91be-0242ac1c0002,UNKNOWN,Sales distribution,ml,0.3831176784980206,0.915112443657292,0.13781789637494324,0.11640061620307107
161,161,9fc11f3a-257f-11ea-91be-0242ac1c0002,influencer,Accounting,java/Cricket,,,,
162,162,9fc11fc6-257f-11ea-91be-0242ac1c0002,UNKNOWN,Sales distribution,AI,0.8065932679562101,0.9163948085443796,0.19438057783607665,0.5492264114940116
163,163,9fc12052-257f-11ea-91be-0242ac1c0002,investor,Legal or regulatory,django/android/ml/Cricket/c,,,,
164,164,9fc120de-257f-11ea-91be-0242ac1c0002,investor,IT,Sports Car,,,,
165,165,9fc12192-257f-11ea-91be-0242ac1c0002,influencer,Legal or regulatory,django/android/ml/Cricket/c,0.7498979986511715,0.11313215712848568,0.3291233281060063,0.7544395804036259
166,166,9fc1221e-257f-11ea-91be-0242ac1c0002,entrepreneur,Accounting,c,,,,
167,167,9fc122a0-257f-11ea-91be-0242ac1c0002,expert,Accounting,android,,,,
168,168,9fc1232c-257f-11ea-91be-0242ac1c0002,UNKNOWN,Public relations,Adventure/AI,,,,
169,169,9fc123a4-257f-11ea-91be-0242ac1c0002,entrepreneur,Legal or regulatory,Adventure/AI,0.3987013761164205,0.7045452034294635,0.4053689948326974,0.20007252769612205
170,170,9fc12426-257f-11ea-91be-0242ac1c0002,entrepreneur,Sales distribution,c++,,,,
171,171,9fc124a8-257f-11ea-91be-0242ac1c0002,UNKNOWN,Accounting,java/Cricket,0.4216149540481694,0.3083965474295645,0.6743936745643913,0.6780483358267606
172,172,9fc1252a-257f-11ea-91be-0242ac1c0002,influencer,Sales distribution,Travel/java,0.6925337959043087,0.5417995287856058,0.16769202071880807,0.32202910194837986
173,173,9fc125ac-257f-11ea-91be-0242ac1c0002,entrepreneur,Accounting,ml,0.4577306557107131,0.8179683690667318,0.3305121606703041,0.9308290577305308
174,174,9fc1262e-257f-11ea-91be-0242ac1c0002,investor,Public relations,Bollywood,,,,
175,175,9fc126a6-257f-11ea-91be-0242ac1c0002,UNKNOWN,Public relations,django/android/ml/Cricket/c,,,,
176,176,9fc12728-257f-11ea-91be-0242ac1c0002,influencer,Sales distribution,UNKNOWN,,,,
177,177,9fc127aa-257f-11ea-91be-0242ac1c0002,investor,Public relations,UNKNOWN,,,,
178,178,9fc1282c-257f-11ea-91be-0242ac1c0002,entrepreneur,IT,android,0.6607935287600728,0.2082617141699036,0.9852332816025859,0.5168984424859699
179,179,9fc129c6-257f-11ea-91be-0242ac1c0002,influencer,Legal or regulatory,java/Cricket,,,,
180,180,9fc12a70-257f-11ea-91be-0242ac1c0002,investor,Legal or regulatory,Sports Car,0.04281994604060324,0.9073392612080802,0.12580759486943385,0.9830354663042482
181,181,9fc12cb4-257f-11ea-91be-0242ac1c0002,influencer,Public relations,javascript/Sports Car/Bollywood,0.4748746904509634,0.4688736446284967,0.8701634456827875,0.4419177090861187
182,182,9fc12e3a-257f-11ea-91be-0242ac1c0002,entrepreneur,Sales distribution,Bollywood,,,,
183,183,9fc12ed0-257f-11ea-91be-0242ac1c0002,investor,IT,Cricket,0.2323479070318758,0.3278138224925745,0.4271770019520663,0.5089908425124878
184,184,9fc12f48-257f-11ea-91be-0242ac1c0002,UNKNOWN,Public relations,ml,,,,
185,185,9fc12fc0-257f-11ea-91be-0242ac1c0002,entrepreneur,Accounting,Sports Car,,,,
186,186,9fc13038-257f-11ea-91be-0242ac1c0002,influencer,Public relations,android,0.9634385451619778,0.5355695869589108,0.21598296689633434,0.5539590021920023
187,187,9fc13114-257f-11ea-91be-0242ac1c0002,expert,Accounting,java/Cricket,0.7633427897662555,0.7057227247464987,0.8915643884466987,0.7093538323531675
188,188,9fc13196-257f-11ea-91be-0242ac1c0002,UNKNOWN,Sales distribution,c++,0.7901843080121597,0.8196809265715741,0.015151038612621903,0.4888291437321642
189,189,9fc13222-257f-11ea-91be-0242ac1c0002,investor,Legal or regulatory,ml,0.8331826122577286,0.9854521889391736,0.7765470845126731,0.4942617005004253
190,190,9fc132a4-257f-11ea-91be-0242ac1c0002,influencer,Legal or regulatory,AI,,,,
191,191,9fc133e4-257f-11ea-91be-0242ac1c0002,investor,UNKNOWN,EV/AI,0.15097289903885158,0.4650701513910721,0.7888299993790071,0.38951284888102705
192,192,9fc1348e-257f-11ea-91be-0242ac1c0002,expert,Legal or regulatory,UNKNOWN,0.7080186988040066,0.9944718425958852,0.7186197552784758,0.8064834329852816
193,193,9fc13506-257f-11ea-91be-0242ac1c0002,investor,Sales distribution,Adventure/AI,,,,
194,194,9fc1357e-257f-11ea-91be-0242ac1c0002,UNKNOWN,Sales distribution,c,,,,
195,195,9fc13600-257f-11ea-91be-0242ac1c0002,UNKNOWN,Accounting,AI,0.2412281495399491,0.5653185558032515,0.5360053294273848,0.8290359775248316
196,196,9fc1375e-257f-11ea-91be-0242ac1c0002,influencer,Public relations,javascript/Sports Car/Bollywood,0.5953236089307593,0.8606734386833621,0.8998131764878005,0.7514131100272083
197,197,9fc137f4-257f-11ea-91be-0242ac1c0002,influencer,Sales distribution,ml,,,,
198,198,9fc13880-257f-11ea-91be-0242ac1c0002,influencer,Sales distribution,c++,0.30494856854554764,0.24221473687903536,0.8682203130956714,0.6824381301942807
199,199,9fc13902-257f-11ea-91be-0242ac1c0002,UNKNOWN,Accounting,c,,,,
200,200,9fc13a4c-257f-11ea-91be-0242ac1c0002,expert,Legal or regulatory,UNKNOWN,,,,
201,201,9fc13aec-257f-11ea-91be-0242ac1c0002,investor,Public relations,java/Cricket,,,,
202,202,9fc13b96-257f-11ea-91be-0242ac1c0002,influencer,IT,c,,,,
203,203,9fc13c22-257f-11ea-91be-0242ac1c0002,UNKNOWN,IT,Bollywood,,,,
204,204,9fc153d8-257f-11ea-91be-0242ac1c0002,expert,Legal or regulatory,ml,,,,
205,205,9fc154f0-257f-11ea-91be-0242ac1c0002,expert,UNKNOWN,Bike,,,,
